Supplier,OnTimeDelivery,DefectRate,CostVariance,ComplianceScore
Supplier_10707,98,11,25,74
Supplier_10708,75,11,13,74
Supplier_10709,63,10,19,93
Supplier_1071,84,12,16,52
Supplier_10710,75,0,22,95
Supplier_10711,89,19,15,66
Supplier_10712,73,12,10,53
Supplier_10713,92,14,4,100
Supplier_10714,65,16,13,94
Supplier_10715,89,2,12,78
Supplier_10716,89,3,19,74
Supplier_10717,84,0,5,62
Supplier_10718,87,7,12,61
Supplier_10719,93,19,19,59
Supplier_1072,67,12,11,42
Supplier_10720,97,11,9,91
Supplier_10721,63,6,16,70
Supplier_10722,84,15,12,80
Supplier_10723,88,14,7,98
Supplier_10724,64,8,18,70
Supplier_10725,80,7,8,67
Supplier_10726,69,11,0,100
Supplier_10727,61,7,5,82
Supplier_10728,75,2,2,66
Supplier_10729,77,0,3,56
Supplier_1073,98,16,10,82
Supplier_10730,73,3,11,85
Supplier_10731,63,13,15,91
Supplier_10732,64,9,7,80
Supplier_10733,63,4,8,62
Supplier_10734,62,9,27,43
Supplier_10735,59,10,5,83
Supplier_10736,74,5,8,100
Supplier_10737,73,10,4,73
Supplier_10738,82,12,6,75
Supplier_10739,84,4,15,80
Supplier_1074,68,12,11,100
Supplier_10740,91,0,12,90
Supplier_10741,87,18,5,66
Supplier_10742,81,11,11,30
Supplier_10743,78,4,9,99
Supplier_10744,72,3,12,100
Supplier_10745,86,5,16,68
Supplier_10746,96,9,27,48
Supplier_10747,97,13,24,90
Supplier_10748,75,19,13,99
Supplier_10749,56,12,20,52
Supplier_1075,94,8,21,82
Supplier_10750,76,4,25,100
Supplier_10751,85,18,17,34
Supplier_10752,69,14,14,60
Supplier_10753,89,10,4,91
Supplier_10754,68,9,18,86
Supplier_10755,88,1,16,64
Supplier_10756,95,3,28,90
Supplier_10757,83,0,9,47
Supplier_10758,84,8,3,86
Supplier_10759,89,12,13,47
Supplier_1076,93,0,16,100
Supplier_10760,92,1,14,80
Supplier_10761,68,5,18,77
Supplier_10762,94,11,4,79
Supplier_10763,87,12,28,74
Supplier_10764,70,9,17,81
Supplier_10765,83,11,14,100
Supplier_10766,76,9,4,69
Supplier_10767,51,13,-1,73
Supplier_10768,87,8,3,68
Supplier_10769,89,8,8,55
Supplier_1077,78,1,8,49
Supplier_10770,85,0,5,61
Supplier_10771,74,7,7,95
Supplier_10772,69,10,4,55
Supplier_10773,69,7,15,63
Supplier_10774,69,11,18,52
Supplier_10775,71,9,11,64
Supplier_10776,88,5,14,65
Supplier_10777,61,13,2,68
Supplier_10778,85,9,3,55
Supplier_10779,88,4,12,68
Supplier_1078,82,10,11,79
Supplier_10780,97,2,18,69
Supplier_10781,78,16,5,88
Supplier_10782,73,9,14,81
Supplier_10783,78,5,10,69
Supplier_10784,77,0,5,89
Supplier_10785,85,0,20,55
Supplier_10786,100,8,15,58
Supplier_10787,100,18,17,84
Supplier_10788,79,12,10,84
Supplier_10789,57,16,18,51
Supplier_1079,93,14,14,69
Supplier_10790,75,3,28,88
Supplier_10791,83,13,4,51
Supplier_10792,63,10,7,59
Supplier_10793,98,11,8,89
Supplier_10794,75,16,15,88
Supplier_10795,93,1,17,54
Supplier_10796,94,0,21,81
Supplier_10797,76,0,11,70
Supplier_10798,82,4,4,54
Supplier_10799,87,14,19,81
Supplier_108,80,18,12,85
Supplier_1080,99,6,11,81
Supplier_10800,100,11,10,87
Supplier_10801,62,5,18,85
Supplier_10802,94,16,2,80
Supplier_10803,89,16,16,78
Supplier_10804,64,0,25,87
Supplier_10805,81,13,11,94
Supplier_10806,69,7,6,69
Supplier_10807,61,7,3,84
Supplier_10808,81,7,-2,70
Supplier_10809,83,3,6,57
Supplier_1081,63,4,19,87
Supplier_10810,79,1,5,78
Supplier_10811,66,13,8,81
Supplier_10812,64,16,1,66
Supplier_10813,65,8,12,43
Supplier_10814,65,12,25,69
Supplier_10815,61,10,11,66
Supplier_10816,86,3,6,100
Supplier_10817,67,10,6,51
Supplier_10818,87,7,-6,59
Supplier_10819,86,2,7,100
Supplier_1082,91,13,2,47
Supplier_10820,100,0,18,64
Supplier_10821,79,20,2,38
Supplier_10822,80,10,8,100
Supplier_10823,75,6,6,84
Supplier_10824,75,0,10,84
Supplier_10825,75,2,16,48
Supplier_10826,95,9,27,72
Supplier_10827,97,19,15,68
Supplier_10828,80,19,15,89
Supplier_10829,62,9,23,51
Supplier_1083,87,13,13,77
Supplier_10830,75,3,19,83
Supplier_10831,90,9,7,49
Supplier_10832,66,9,10,52
Supplier_10833,96,17,4,92
Supplier_10834,72,12,15,82
Supplier_10835,97,12,14,55
Supplier_10836,94,1,27,91
Supplier_10837,81,0,10,66
Supplier_10838,81,6,6,60
Supplier_10839,85,14,20,56
Supplier_1084,72,4,7,92
Supplier_10840,94,4,9,70
Supplier_10841,59,4,10,55
Supplier_10842,88,12,0,83
Supplier_10843,85,12,15,95
Supplier_10844,66,5,20,66
Supplier_10845,75,13,15,84
Supplier_10846,71,5,16,99
Supplier_10847,68,10,7,71
Supplier_10848,86,3,0,60
Supplier_10849,85,0,5,57
Supplier_1085,79,11,5,100
Supplier_10850,74,0,4,82
Supplier_10851,66,12,11,95
Supplier_10852,66,9,5,66
Supplier_10853,64,5,5,52
Supplier_10854,62,8,22,61
Supplier_10855,60,13,7,66
Supplier_10856,84,3,4,80
Supplier_10857,68,10,1,53
Supplier_10858,81,13,0,54
Supplier_10859,90,4,13,71
Supplier_1086,74,4,8,92
Supplier_10860,95,0,13,52
Supplier_10861,82,18,-6,73
Supplier_10862,75,6,12,91
Supplier_10863,81,8,8,82
Supplier_10864,73,0,4,71
Supplier_10865,79,4,6,52
Supplier_10866,100,11,17,64
Supplier_10867,99,19,12,74
Supplier_10868,76,14,9,75
Supplier_10869,61,15,23,68
Supplier_1087,67,14,9,50
Supplier_10870,79,3,24,73
Supplier_10871,89,10,22,40
Supplier_10872,66,9,18,61
Supplier_10873,100,10,9,78
Supplier_10874,75,10,12,100
Supplier_10875,96,3,14,55
Supplier_10876,87,2,27,97
Supplier_10877,87,0,13,61
Supplier_10878,88,10,13,99
Supplier_10879,82,13,14,48
Supplier_1088,82,3,-1,56
Supplier_10880,92,7,8,89
Supplier_10881,61,1,18,72
Supplier_10882,89,15,7,88
Supplier_10883,86,17,14,96
Supplier_10884,65,6,18,78
Supplier_10885,80,7,8,80
Supplier_10886,76,5,12,94
Supplier_10887,60,14,7,57
Supplier_10888,78,1,-2,91
Supplier_10889,91,0,9,48
Supplier_1089,85,8,11,61
Supplier_10890,80,1,10,70
Supplier_10891,69,4,9,100
Supplier_10892,65,8,2,54
Supplier_10893,65,6,16,68
Supplier_10894,66,15,24,78
Supplier_10895,62,10,9,61
Supplier_10896,88,0,11,85
Supplier_10897,61,3,8,41
Supplier_10898,83,11,2,80
Supplier_10899,83,5,10,71
Supplier_109,65,8,12,73
Supplier_1090,76,4,10,98
Supplier_10900,96,1,16,63
Supplier_10901,79,17,4,83
Supplier_10902,78,9,13,52
Supplier_10903,75,3,10,96
Supplier_10904,76,4,9,100
Supplier_10905,79,2,11,63
Supplier_10906,89,8,18,74
Supplier_10907,95,11,13,80
Supplier_10908,80,12,13,90
Supplier_10909,62,9,19,61
Supplier_1091,69,11,24,91
Supplier_10910,74,5,23,82
Supplier_10911,84,10,23,39
Supplier_10912,66,12,14,59
Supplier_10913,92,8,8,78
Supplier_10914,75,8,8,100
Supplier_10915,87,2,20,71
Supplier_10916,95,7,28,90
Supplier_10917,84,0,15,51
Supplier_10918,82,7,17,65
Supplier_10919,83,10,20,60
Supplier_1092,63,13,-3,72
Supplier_10920,95,5,10,94
Supplier_10921,71,3,26,78
Supplier_10922,87,18,11,74
Supplier_10923,95,7,19,71
Supplier_10924,63,2,23,73
Supplier_10925,77,13,7,74
Supplier_10926,68,8,10,100
Supplier_10927,60,8,6,56
Supplier_10928,79,8,3,81
Supplier_10929,82,4,4,59
Supplier_1093,68,3,11,63
Supplier_10930,76,0,11,78
Supplier_10931,67,4,15,100
Supplier_10932,70,14,3,66
Supplier_10933,60,7,14,47
Supplier_10934,64,4,19,69
Supplier_10935,64,10,3,87
Supplier_10936,83,0,6,85
Supplier_10937,70,10,3,60
Supplier_10938,84,9,2,56
Supplier_10939,76,3,12,64
Supplier_1094,64,6,22,59
Supplier_10940,100,7,17,81
Supplier_10941,79,18,1,87
Supplier_10942,76,8,15,74
Supplier_10943,84,3,10,100
Supplier_10944,73,0,5,75
Supplier_10945,83,5,19,46
Supplier_10946,100,5,27,61
Supplier_10947,95,15,17,51
Supplier_10948,82,20,14,61
Supplier_10949,61,7,16,49
Supplier_1095,66,14,12,56
Supplier_10950,86,4,17,100
Supplier_10951,81,13,21,35
Supplier_10952,69,13,19,68
Supplier_10953,100,15,11,100
Supplier_10954,74,12,4,66
Supplier_10955,87,5,12,60
Supplier_10956,94,0,24,97
Supplier_10957,75,2,14,37
Supplier_10958,85,7,11,81
Supplier_10959,88,12,13,61
Supplier_1096,87,5,6,85
Supplier_10960,97,6,1,63
Supplier_10961,52,4,19,77
Supplier_10962,87,20,-2,77
Supplier_10963,85,17,15,88
Supplier_10964,65,7,16,84
Supplier_10965,78,8,1,94
Supplier_10966,71,4,13,100
Supplier_10967,66,16,8,81
Supplier_10968,77,1,4,60
Supplier_10969,88,6,5,82
Supplier_1097,67,9,3,78
Supplier_10970,79,0,12,70
Supplier_10971,71,10,16,100
Supplier_10972,62,13,6,67
Supplier_10973,72,7,12,55
Supplier_10974,66,8,13,93
Supplier_10975,59,13,12,86
Supplier_10976,88,5,13,93
Supplier_10977,70,9,-1,59
Supplier_10978,84,8,-4,83
Supplier_10979,90,3,16,74
Supplier_1098,78,12,-5,55
Supplier_10980,99,0,17,99
Supplier_10981,74,13,3,65
Supplier_10982,81,8,13,73
Supplier_10983,79,2,12,100
Supplier_10984,76,1,10,75
Supplier_10985,83,0,8,51
Supplier_10986,97,13,24,42
Supplier_10987,100,13,10,92
Supplier_10988,78,15,19,70
Supplier_10989,66,13,16,62
Supplier_1099,90,11,6,73
Supplier_10990,80,6,19,71
Supplier_10991,84,12,15,59
Supplier_10992,68,19,4,50
Supplier_10993,96,17,16,70
Supplier_10994,71,11,13,69
Supplier_10995,85,0,14,61
Supplier_10996,96,0,21,100
Supplier_10997,85,3,12,63
Supplier_10998,89,4,3,73
Supplier_10999,90,9,17,57
Supplier_11,67,11,5,85
Supplier_110,77,0,18,82
Supplier_1100,98,1,12,64
Supplier_11000,95,8,11,83
Supplier_11001,59,1,13,93
Supplier_11002,94,15,7,92
Supplier_11003,92,13,7,69
Supplier_11004,67,3,17,68
Supplier_11005,81,17,5,80
Supplier_11006,71,4,7,87
Supplier_11007,61,14,5,81
Supplier_11008,78,9,1,57
Supplier_11009,86,2,4,57
Supplier_1101,87,17,3,50
Supplier_11010,77,7,9,86
Supplier_11011,70,6,18,85
Supplier_11012,62,13,6,64
Supplier_11013,64,7,5,52
Supplier_11014,61,7,28,75
Supplier_11015,67,12,11,64
Supplier_11016,87,7,8,92
Supplier_11017,66,11,3,73
Supplier_11018,83,14,3,68
Supplier_11019,81,1,9,71
Supplier_1102,68,7,12,69
Supplier_11020,100,0,13,67
Supplier_11021,85,13,1,75
Supplier_11022,74,4,11,100
Supplier_11023,84,5,4,100
Supplier_11024,78,2,15,79
Supplier_11025,79,0,4,42
Supplier_11026,100,7,11,48
Supplier_11027,99,15,18,81
Supplier_11028,73,18,8,80
Supplier_11029,65,15,11,74
Supplier_1103,89,9,15,100
Supplier_11030,78,2,21,96
Supplier_11031,82,8,21,39
Supplier_11032,67,9,10,68
Supplier_11033,91,12,7,79
Supplier_11034,77,10,13,97
Supplier_11035,86,5,11,66
Supplier_11036,91,0,29,100
Supplier_11037,84,2,16,43
Supplier_11038,86,5,6,59
Supplier_11039,88,17,20,74
Supplier_1104,73,1,-1,62
Supplier_11040,93,7,5,87
Supplier_11041,62,6,24,60
Supplier_11042,87,15,1,91
Supplier_11043,87,11,12,91
Supplier_11044,68,9,14,65
Supplier_11045,77,10,9,96
Supplier_11046,75,5,2,86
Supplier_11047,69,6,7,57
Supplier_11048,79,3,7,53
Supplier_11049,85,2,4,74
Supplier_1105,83,5,21,67
Supplier_11050,86,0,12,91
Supplier_11051,75,9,5,100
Supplier_11052,56,14,12,69
Supplier_11053,67,12,12,67
Supplier_11054,64,13,22,82
Supplier_11055,66,17,8,60
Supplier_11056,84,2,6,72
Supplier_11057,64,10,7,51
Supplier_11058,83,14,-4,49
Supplier_11059,84,5,11,76
Supplier_1106,92,11,21,56
Supplier_11060,100,2,23,60
Supplier_11061,78,16,1,60
Supplier_11062,78,3,10,69
Supplier_11063,74,10,5,100
Supplier_11064,78,0,4,83
Supplier_11065,84,0,13,46
Supplier_11066,95,7,24,35
Supplier_11067,97,14,13,86
Supplier_11068,81,16,14,85
Supplier_11069,70,11,21,58
Supplier_1107,100,12,18,67
Supplier_11070,79,0,26,100
Supplier_11071,81,8,23,59
Supplier_11072,59,10,9,53
Supplier_11073,94,16,10,95
Supplier_11074,73,5,5,100
Supplier_11075,87,8,-1,65
Supplier_11076,96,0,10,73
Supplier_11077,82,2,8,41
Supplier_11078,80,9,14,80
Supplier_11079,82,12,16,64
Supplier_1108,75,11,14,80
Supplier_11080,100,9,12,85
Supplier_11081,68,0,21,77
Supplier_11082,99,15,12,99
Supplier_11083,90,9,13,87
Supplier_11084,62,7,29,52
Supplier_11085,82,14,11,96
Supplier_11086,72,4,-1,100
Supplier_11087,64,19,3,87
Supplier_11088,81,8,-5,42
Supplier_11089,74,6,4,44
Supplier_1109,62,6,17,76
Supplier_11090,83,1,12,68
Supplier_11091,71,7,13,100
Supplier_11092,64,16,10,54
Supplier_11093,65,12,7,61
Supplier_11094,65,9,16,73
Supplier_11095,61,11,7,90
Supplier_11096,89,6,8,91
Supplier_11097,62,14,3,57
Supplier_11098,87,7,3,61
Supplier_11099,88,1,15,91
Supplier_111,76,13,7,66
Supplier_1110,85,2,22,80
Supplier_11100,96,0,13,67
Supplier_11101,84,16,1,72
Supplier_11102,76,9,11,71
Supplier_11103,77,2,16,84
Supplier_11104,75,6,3,100
Supplier_11105,82,0,13,51
Supplier_11106,89,7,20,52
Supplier_11107,100,10,18,75
Supplier_11108,77,17,12,91
Supplier_11109,63,16,23,42
Supplier_1111,83,15,13,33
Supplier_11110,72,4,30,73
Supplier_11111,81,11,11,74
Supplier_11112,69,12,0,47
Supplier_11113,98,14,3,92
Supplier_11114,71,11,13,97
Supplier_11115,90,5,19,54
Supplier_11116,97,1,24,95
Supplier_11117,86,0,10,62
Supplier_11118,84,10,5,79
Supplier_11119,91,9,15,59
Supplier_1112,66,14,14,38
Supplier_11120,100,9,8,93
Supplier_11121,66,10,11,86
Supplier_11122,92,14,4,78
Supplier_11123,91,13,15,73
Supplier_11124,65,7,8,56
Supplier_11125,81,12,8,100
Supplier_11126,76,6,4,85
Supplier_11127,59,11,5,56
Supplier_11128,77,4,1,84
Supplier_11129,83,5,-4,43
Supplier_1113,100,18,12,92
Supplier_11130,81,3,9,82
Supplier_11131,63,7,13,90
Supplier_11132,65,10,-2,53
Supplier_11133,66,9,7,66
Supplier_11134,69,11,32,62
Supplier_11135,64,8,10,72
Supplier_11136,82,8,13,90
Supplier_11137,63,7,5,49
Supplier_11138,81,9,4,59
Supplier_11139,84,3,8,75
Supplier_1114,75,16,13,98
Supplier_11140,96,0,14,36
Supplier_11141,78,16,5,80
Supplier_11142,86,11,12,95
Supplier_11143,76,9,18,100
Supplier_11144,79,3,2,75
Supplier_11145,84,1,16,46
Supplier_11146,100,16,17,69
Supplier_11147,95,15,16,90
Supplier_11148,80,18,5,85
Supplier_11149,59,10,23,94
Supplier_1115,91,5,13,70
Supplier_11150,81,6,19,100
Supplier_11151,84,5,16,73
Supplier_11152,63,7,15,72
Supplier_11153,93,16,13,91
Supplier_11154,63,7,15,68
Supplier_11155,86,2,11,72
Supplier_11156,99,2,22,100
Supplier_11157,82,1,10,43
Supplier_11158,83,13,20,74
Supplier_11159,90,14,14,49
Supplier_1116,96,0,10,79
Supplier_11160,100,3,12,69
Supplier_11161,69,5,22,52
Supplier_11162,88,13,0,87
Supplier_11163,80,13,14,88
Supplier_11164,73,8,16,58
Supplier_11165,86,14,5,100
Supplier_11166,73,7,9,62
Supplier_11167,58,11,-1,91
Supplier_11168,85,8,6,75
Supplier_11169,86,5,1,38
Supplier_1117,94,0,15,49
Supplier_11170,77,2,9,74
Supplier_11171,73,3,3,86
Supplier_11172,64,18,5,60
Supplier_11173,60,4,11,50
Supplier_11174,63,9,13,63
Supplier_11175,66,13,13,62
Supplier_11176,89,3,1,100
Supplier_11177,68,8,6,40
Supplier_11178,90,15,4,75
Supplier_11179,85,8,6,59
Supplier_1118,84,6,1,83
Supplier_11180,98,0,9,71
Supplier_11181,69,13,5,49
Supplier_11182,78,5,13,93
Supplier_11183,84,0,15,100
Supplier_11184,72,4,6,82
Supplier_11185,77,3,18,53
Supplier_11186,92,7,19,66
Supplier_11187,100,21,18,93
Supplier_11188,81,10,7,68
Supplier_11189,67,16,18,66
Supplier_1119,88,10,21,74
Supplier_11190,70,0,21,98
Supplier_11191,83,16,24,53
Supplier_11192,64,16,17,66
Supplier_11193,97,11,10,86
Supplier_11194,71,13,8,92
Supplier_11195,89,5,8,53
Supplier_11196,98,0,25,100
Supplier_11197,76,4,8,63
Supplier_11198,91,11,2,53
Supplier_11199,89,16,13,80
Supplier_112,65,10,7,52
Supplier_1120,100,2,9,100
Supplier_11200,96,5,12,100
Supplier_11201,68,10,20,68
Supplier_11202,86,13,14,91
Supplier_11203,85,13,13,82
Supplier_11204,64,7,25,53
Supplier_11205,82,13,8,83
Supplier_11206,72,5,4,82
Supplier_11207,65,10,-1,77
Supplier_11208,79,1,2,71
Supplier_11209,88,0,-4,58
Supplier_1121,68,5,20,47
Supplier_11210,84,3,9,80
Supplier_11211,73,11,15,96
Supplier_11212,63,20,5,49
Supplier_11213,68,7,7,33
Supplier_11214,66,8,14,63
Supplier_11215,65,8,9,78
Supplier_11216,91,3,13,89
Supplier_11217,71,11,5,67
Supplier_11218,85,8,3,67
Supplier_11219,89,6,5,92
Supplier_1122,97,12,6,89
Supplier_11220,95,3,14,78
Supplier_11221,79,15,5,69
Supplier_11222,79,3,12,56
Supplier_11223,81,9,14,100
Supplier_11224,67,8,2,89
Supplier_11225,82,0,8,61
Supplier_11226,85,8,18,70
Supplier_11227,100,11,10,62
Supplier_11228,85,16,19,79
Supplier_11229,63,13,22,76
Supplier_1123,91,12,18,83
Supplier_11230,77,1,20,54
Supplier_11231,85,14,24,55
Supplier_11232,63,16,8,51
Supplier_11233,99,10,6,96
Supplier_11234,72,12,13,100
Supplier_11235,90,5,10,63
Supplier_11236,96,3,15,97
Supplier_11237,79,0,13,56
Supplier_11238,84,9,8,56
Supplier_11239,88,10,15,66
Supplier_1124,59,8,20,86
Supplier_11240,97,11,20,87
Supplier_11241,63,4,16,46
Supplier_11242,97,13,13,68
Supplier_11243,87,9,24,92
Supplier_11244,65,12,21,81
Supplier_11245,82,18,2,100
Supplier_11246,72,6,0,100
Supplier_11247,64,7,0,78
Supplier_11248,81,4,8,63
Supplier_11249,91,4,-2,59
Supplier_1125,84,10,3,98
Supplier_11250,76,0,11,75
Supplier_11251,74,9,12,100
Supplier_11252,63,15,3,59
Supplier_11253,62,6,10,62
Supplier_11254,67,7,19,79
Supplier_11255,62,11,9,65
Supplier_11256,89,4,14,75
Supplier_11257,56,9,1,71
Supplier_11258,86,14,3,56
Supplier_11259,84,3,16,65
Supplier_1126,67,6,8,85
Supplier_11260,93,2,9,59
Supplier_11261,81,19,8,70
Supplier_11262,78,7,13,78
Supplier_11263,81,6,7,55
Supplier_11264,69,1,-4,66
Supplier_11265,80,6,13,70
Supplier_11266,100,17,15,48
Supplier_11267,99,14,17,90
Supplier_11268,82,19,15,66
Supplier_11269,68,16,19,69
Supplier_1127,64,10,7,86
Supplier_11270,82,5,24,81
Supplier_11271,91,13,19,36
Supplier_11272,63,12,10,67
Supplier_11273,95,18,19,72
Supplier_11274,76,6,5,84
Supplier_11275,93,2,9,67
Supplier_11276,98,5,14,66
Supplier_11277,92,0,15,63
Supplier_11278,84,14,9,81
Supplier_11279,89,11,17,64
Supplier_1128,78,8,8,79
Supplier_11280,92,10,-1,63
Supplier_11281,73,1,13,81
Supplier_11282,91,17,4,100
Supplier_11283,87,11,15,78
Supplier_11284,63,9,21,78
Supplier_11285,74,12,15,93
Supplier_11286,69,7,9,81
Supplier_11287,61,13,5,71
Supplier_11288,76,8,1,83
Supplier_11289,83,4,-5,42
Supplier_1129,86,2,0,40
Supplier_11290,85,1,1,87
Supplier_11291,72,8,4,100
Supplier_11292,67,12,7,75
Supplier_11293,70,9,4,65
Supplier_11294,71,12,10,70
Supplier_11295,56,11,11,90
Supplier_11296,82,8,9,81
Supplier_11297,64,12,7,66
Supplier_11298,84,14,-6,48
Supplier_11299,85,2,14,82
Supplier_113,98,18,2,90
Supplier_1130,78,0,9,62
Supplier_11300,95,0,13,60
Supplier_11301,84,14,1,81
Supplier_11302,80,2,5,94
Supplier_11303,78,5,3,89
Supplier_11304,65,0,6,89
Supplier_11305,75,0,11,56
Supplier_11306,94,4,25,55
Supplier_11307,97,15,17,91
Supplier_11308,74,15,12,100
Supplier_11309,62,12,9,62
Supplier_1131,70,7,10,100
Supplier_11310,72,4,15,77
Supplier_11311,83,11,22,65
Supplier_11312,61,12,17,40
Supplier_11313,95,16,10,83
Supplier_11314,68,12,13,94
Supplier_11315,89,3,12,46
Supplier_11316,92,1,10,84
Supplier_11317,88,0,17,51
Supplier_11318,86,8,7,62
Supplier_11319,87,17,24,30
Supplier_1132,65,19,9,67
Supplier_11320,93,8,5,100
Supplier_11321,66,4,11,69
Supplier_11322,95,17,2,96
Supplier_11323,89,15,15,98
Supplier_11324,70,6,21,63
Supplier_11325,79,16,1,100
Supplier_11326,76,2,8,100
Supplier_11327,64,11,-1,73
Supplier_11328,84,3,10,70
Supplier_11329,83,7,2,58
Supplier_1133,71,10,6,60
Supplier_11330,75,0,4,84
Supplier_11331,70,5,11,100
Supplier_11332,64,19,7,53
Supplier_11333,67,6,2,48
Supplier_11334,68,13,19,61
Supplier_11335,57,12,12,75
Supplier_11336,83,4,18,73
Supplier_11337,68,12,6,67
Supplier_11338,83,10,8,81
Supplier_11339,100,2,17,72
Supplier_1134,66,16,19,67
Supplier_11340,99,3,7,69
Supplier_11341,83,17,4,62
Supplier_11342,78,9,15,81
Supplier_11343,79,8,8,95
Supplier_11344,74,2,-1,94
Supplier_11345,79,4,13,56
Supplier_11346,94,7,18,49
Supplier_11347,97,15,15,75
Supplier_11348,84,15,9,73
Supplier_11349,70,10,17,58
Supplier_1135,62,13,11,57
Supplier_11350,78,6,24,83
Supplier_11351,79,12,19,52
Supplier_11352,67,10,18,71
Supplier_11353,100,14,3,84
Supplier_11354,78,12,14,99
Supplier_11355,93,7,7,53
Supplier_11356,100,4,24,88
Supplier_11357,84,2,11,53
Supplier_11358,87,9,7,66
Supplier_11359,84,14,20,72
Supplier_1136,91,6,14,96
Supplier_11360,97,7,9,82
Supplier_11361,69,9,17,61
Supplier_11362,90,21,6,81
Supplier_11363,85,19,15,80
Supplier_11364,64,4,17,78
Supplier_11365,76,10,8,74
Supplier_11366,75,5,7,96
Supplier_11367,61,12,1,67
Supplier_11368,88,1,5,77
Supplier_11369,81,2,-2,66
Supplier_1137,72,7,14,67
Supplier_11370,82,2,5,75
Supplier_11371,66,6,13,80
Supplier_11372,56,14,8,64
Supplier_11373,66,9,11,72
Supplier_11374,63,14,24,86
Supplier_11375,59,13,13,79
Supplier_11376,80,7,12,79
Supplier_11377,67,7,5,40
Supplier_11378,90,12,-6,83
Supplier_11379,88,9,6,73
Supplier_1138,81,11,8,39
Supplier_11380,97,0,19,78
Supplier_11381,85,17,3,82
Supplier_11382,80,8,12,74
Supplier_11383,75,10,-4,98
Supplier_11384,68,0,11,73
Supplier_11385,78,0,12,57
Supplier_11386,95,13,17,63
Supplier_11387,100,9,16,65
Supplier_11388,82,10,13,73
Supplier_11389,66,15,21,57
Supplier_1139,88,0,7,80
Supplier_11390,76,0,17,64
Supplier_11391,78,12,23,58
Supplier_11392,67,7,9,73
Supplier_11393,100,15,12,78
Supplier_11394,63,11,11,100
Supplier_11396,92,0,13,75
Supplier_11397,84,0,13,63
Supplier_11398,81,9,7,83
Supplier_11399,87,10,19,55
Supplier_114,83,8,15,100
Supplier_1140,100,0,14,45
Supplier_11400,95,4,4,80
Supplier_11401,63,9,29,94
Supplier_11402,89,15,5,83
Supplier_11403,85,12,11,89
Supplier_11404,60,8,21,59
Supplier_11405,79,11,1,86
Supplier_11406,74,5,13,100
Supplier_11407,60,15,6,64
Supplier_11408,87,6,7,60
Supplier_11409,85,7,0,46
Supplier_1141,82,15,5,73
Supplier_11410,83,2,3,70
Supplier_11411,66,6,5,79
Supplier_11412,55,13,5,65
Supplier_11413,67,10,13,49
Supplier_11414,65,8,21,56
Supplier_11415,63,11,10,75
Supplier_11416,84,5,19,72
Supplier_11417,67,6,1,71
Supplier_11418,84,12,4,57
Supplier_11419,85,5,9,75
Supplier_1142,86,5,11,82
Supplier_11420,100,0,18,65
Supplier_11421,84,13,-5,90
Supplier_11422,82,3,15,74
Supplier_11423,80,6,9,82
Supplier_11424,73,0,8,84
Supplier_11425,74,1,9,53
Supplier_11426,95,7,18,50
Supplier_11427,85,12,19,81
Supplier_11428,77,15,10,67
Supplier_11429,64,14,20,67
Supplier_1143,80,7,14,100
Supplier_11430,79,2,24,91
Supplier_11431,83,10,15,56
Supplier_11432,66,7,10,85
Supplier_11433,89,15,7,66
Supplier_11434,73,11,10,100
Supplier_11435,83,3,10,68
Supplier_11436,90,4,19,65
Supplier_11437,83,4,11,58
Supplier_11438,89,12,3,87
Supplier_11439,88,19,8,64
Supplier_1144,75,0,6,98
Supplier_11440,96,7,-1,94
Supplier_11441,64,11,18,67
Supplier_11442,89,14,1,74
Supplier_11443,86,14,17,89
Supplier_11444,66,12,9,65
Supplier_11445,71,9,9,88
Supplier_11446,74,8,0,91
Supplier_11447,61,14,1,71
Supplier_11448,84,4,-4,45
Supplier_11449,90,3,2,66
Supplier_1145,78,0,16,70
Supplier_11450,70,5,10,72
Supplier_11451,67,8,13,83
Supplier_11452,60,12,3,47
Supplier_11453,58,3,15,41
Supplier_11454,60,9,19,74
Supplier_11455,73,11,15,75
Supplier_11456,89,3,13,77
Supplier_11457,75,14,1,81
Supplier_11458,89,8,1,49
Supplier_11459,83,9,4,50
Supplier_1146,96,11,24,61
Supplier_11460,95,6,13,68
Supplier_11461,85,17,-6,51
Supplier_11462,82,6,13,76
Supplier_11463,79,4,11,95
Supplier_11464,68,3,7,81
Supplier_11465,92,2,11,75
Supplier_11466,95,10,16,80
Supplier_11467,97,18,15,70
Supplier_11468,79,12,19,78
Supplier_11469,63,12,18,56
Supplier_1147,94,16,23,64
Supplier_11470,77,1,21,100
Supplier_11471,89,11,19,51
Supplier_11472,65,15,2,54
Supplier_11473,93,21,12,88
Supplier_11474,72,10,6,82
Supplier_11475,88,6,11,69
Supplier_11476,100,0,18,70
